region,name,type,latitude,longitude,realtime,colormap_r,colormap_g,colormap_b,colormap_a
CA,MNDCTP_6_N001,LOAD,39.251247,-123.19658,69.31,144,0,255,255
CA,MOBILCHE_1_N001,LOAD,38.76,-121.76,69.25,144,0,255,255
CA,MOFTFLD_1_N002,LOAD,37.41,-122.04,70.12,161,0,255,255
CA,MOLINO_6_N002,LOAD,38.425273,-122.83216,69.8,155,0,255,255
CA,MOLINO_6_N101,LOAD,38.425273,-122.83227,69.8,155,0,255,255
CA,MONOLITH_6_N029,LOAD,34.93,-118.41994,67.5,123,0,255,255
CA,MONOLITH_6_N101,LOAD,34.93,-118.42006,67.5,123,0,255,255
CA,MONROE_1_N001,LOAD,38.453218,-122.74367,68.04,128,0,255,255
CA,MONROE_1_N002,LOAD,38.453137,-122.74361,68.17,128,0,255,255
CA,MONROE_1_N101,LOAD,38.453137,-122.74373,68.17,128,0,255,255
CA,MONSRATE_6_N001,LOAD,33.329081,-117.23542,71.34,177,0,255,255
CA,MONSRATE_6_N007,LOAD,33.329081,-117.23552,71.34,177,0,255,255
CA,MONTAGUE_1_N001,LOAD,37.4037552,-121.90568,70.63,166,0,255,255
CA,MONTAGUE_1_N006,LOAD,37.4036739,-121.90562,70.63,166,0,255,255
CA,MONTAGUE_1_N007,LOAD,37.4036739,-121.90573,70.63,166,0,255,255
CA,MONTCLLO_1_N008,LOAD,38.48,-122.32,66.67,112,0,255,255
CA,MONTEREY_6_N001,LOAD,36.599917,-121.89034,68.69,139,0,255,255
CA,MONTERO_6_N001,LOAD,38.471453,-123.01207,69.98,155,0,255,255
CA,MONTERO_6_N004,LOAD,38.471453,-123.01219,69.98,155,0,255,255
CA,MONTGMRY_6_N001,LOAD,32.631634,-117.09952,69.19,144,0,255,255
CA,MONTGMRY_6_N002,LOAD,32.631634,-117.09962,69.19,144,0,255,255
CA,MOORPARK_6_GN010,GEN,34.148414,-118.71181,68.16,128,0,255,255
CA,MOORPARK_6_N001,LOAD,34.2825122,-118.90079,68.16,128,0,255,255
CA,MOORPARK_6_N005,GEN,34.2824309,-118.90073,68.16,128,0,255,255
CA,MOORPARK_6_N006,GEN,34.2824309,-118.90084,68.16,128,0,255,255
CA,MORAGA_1_N001,LOAD,37.848008,-122.16073,69.33,150,0,255,255
CA,MORGAN_1_N001,LOAD,37.1274592,-121.65872,65.72,95,0,255,255
CA,MORMON_6_N001,LOAD,37.968746,-121.1859,69.92,155,0,255,255
CA,MOROHILL_6_N001,LOAD,33.252187,-117.3003,70.98,172,0,255,255
CA,MORROBAY_2_N001,LOAD,35.373058,-120.85519,69.53,150,0,255,255
CA,MORROBAY_2_N015,LOAD,35.372977,-120.85513,69.53,150,0,255,255
CA,MORROBY_1_N001,LOAD,35.372977,-120.85524,69.9,155,0,255,255
CA,MORWIND_6_N001,GEN,34.87,-118.24,66.69,112,0,255,255
CA,MOSSLD_1_N001,LOAD,36.8041508,-121.78374,66.81,112,0,255,255
CA,MOSSLD_1_N055,GEN,36.804073,-121.78368,66.81,112,0,255,255
CA,MOSSLND6_7_B2,GEN,36.8039952,-121.78374,67.12,117,0,255,255
CA,MOSSLND6_7_ND001,LOAD,36.8039952,-121.78385,67.12,117,0,255,255
CA,MOSSLND7_7_B2,GEN,36.804073,-121.78391,67.12,117,0,255,255
CA,MOSSLND7_7_ND001,LOAD,36.8041508,-121.78385,67.12,117,0,255,255
CA,MPLECRK_6_N001,LOAD,40.767881,-123.87365,64.65,79,0,255,255
CA,MREIS-Q_1_N001,LOAD,38.12,-122.33,74.69,220,0,255,255
CA,MRGNHIL_1_N001,LOAD,37.1272788,-121.65872,69.09,144,0,255,255
CA,MRGNHIL_1_N004,LOAD,37.1272788,-121.65894,69.09,144,0,255,255
CA,MRGNHIL_1_N007,LOAD,37.1274592,-121.65894,69.09,144,0,255,255
CA,MRGT_6_NODE1,GEN,32.877637,-117.16789,69.75,155,0,255,255
CA,MRLPKGEN_7_B1,GEN,34.0043712,-117.56528,68.7,139,0,255,255
CA,MRYSVLLE_6_N001,LOAD,39.139446,-121.58327,65.04,85,0,255,255
CA,MRYSVLLE_6_N003,LOAD,39.139446,-121.58339,65.04,85,0,255,255
CA,MSHR60V_6_N001,LOAD,38.021507,-121.28089,70.08,155,0,255,255
CA,MSHR60V_6_N006,LOAD,38.021507,-121.28101,70.08,155,0,255,255
CA,MTEDEN_1_N001,LOAD,37.6326453,-122.10124,70.26,161,0,255,255
CA,MTEDEN_1_N005,LOAD,37.6325639,-122.10118,70.26,161,0,255,255
CA,MTEDEN_1_N009,LOAD,37.6325639,-122.1013,70.26,161,0,255,255
CA,MTNPASS_1_N001,LOAD,35.508179,-115.53125,65.52,95,0,255,255
CA,MTNQUAR_6_N001,LOAD,38.914515,-121.01569,68.98,144,0,255,255
CA,MTPOSO_7_N001,GEN,35.553885,-119.09665,66.13,101,0,255,255
CA,MTVIEW_1_N001,LOAD,34.0792711,-117.24038,69.92,155,0,255,255
CA,MTVIEW_1_N004,LOAD,34.0791899,-117.24032,69.92,155,0,255,255
CA,MTVIEW_1_N005,LOAD,34.0791899,-117.24043,69.92,155,0,255,255
CA,MTWND1-2_7_N001,GEN,33.9045271,-116.55575,67.1,117,0,255,255
CA,MTWND1-2_7_N101,GEN,33.904446,-116.5557,67.1,117,0,255,255
CA,MTWND3_7_N001,GEN,33.904446,-116.55581,67.11,117,0,255,255
CA,MTZUMA2_7_B1,GEN,38.151417,-121.8108,66.67,112,0,255,255
CA,MURRAY_6_N001,LOAD,32.7908776,-117.02293,70.82,166,0,255,255
CA,MURRAY_6_N004,LOAD,32.7906984,-117.02293,70.82,166,0,255,255
CA,MURRAY_6_N005,LOAD,32.7906984,-117.02315,70.82,166,0,255,255
CA,MURRAY_6_N015,LOAD,32.7908776,-117.02315,70.82,166,0,255,255
CA,MUSLSLGH_6_N001,LOAD,36.264507,-119.90736,68.43,133,0,255,255
CA,NAPA_6_N003,GEN,38.29535,-122.27864,67.99,128,0,255,255
CA,NARROWS1_7_B1,GEN,33.1373026,-116.29438,65.38,90,0,255,255
CA,NARROWS1_7_N001,LOAD,33.1371234,-116.29438,65.38,90,0,255,255
CA,NARROWS2_7_B1,GEN,33.1371234,-116.29459,65.67,95,0,255,255
CA,NARROWS_6_N010,LOAD,33.1373026,-116.29459,78.51,255,0,234,255
CA,NATNLCTY_6_N001,LOAD,32.673052,-117.10727,69.46,150,0,255,255
CA,NATNLCTY_6_N005,LOAD,32.673052,-117.10737,69.46,150,0,255,255
CA,NAVSTMTR_6_N001,LOAD,32.670412,-117.11464,69.47,150,0,255,255
CA,NAVSTMTR_6_N011,LOAD,32.670412,-117.11475,69.47,150,0,255,255
CA,NAVY35R_1_N001,LOAD,35.29,-119.45,65.99,101,0,255,255
CA,NAVY35R_7_B1,GEN,35.373056,-119.02167,65.99,101,0,255,255
CA,NBRANCH_6_N001,LOAD,38.199837,-120.71951,68.86,139,0,255,255
CA,NCMETER_1_N001,LOAD,33.089572,-117.20324,69.56,150,0,255,255
CA,NCPA1GY1_7_B2,GEN,38.33,-122.62994,66.97,112,0,255,255
CA,NCPA1GY1_7_N001,LOAD,38.33,-122.63006,66.97,112,0,255,255
CA,NCPA1GY2_7_B2,GEN,38.34,-122.63994,66.97,112,0,255,255
CA,NCPA1GY2_7_N001,LOAD,38.34,-122.64006,66.97,112,0,255,255
CA,NCPA2GY1_7_B2,GEN,38.35,-122.64994,67.07,117,0,255,255
CA,NCPA2GY1_7_N001,LOAD,38.35,-122.65006,67.07,117,0,255,255
CA,NCPA2GY2_7_B2,GEN,38.33,-122.67994,66.99,112,0,255,255
CA,NCPA2GY2_7_N001,LOAD,38.33,-122.68006,66.99,112,0,255,255
CA,NDUBLIN_2_N002,LOAD,37.86,-121.88,68.81,139,0,255,255
CA,NEENACH_6_N008,GEN,34.312271,-118.48163,67.33,117,0,255,255
CA,NEORBLF_7_B1,GEN,40.1827671,-122.24461,67.77,123,0,255,255
CA,NEWARKD_1_N001,LOAD,37.5004992,-121.98709,70.22,161,0,255,255
CA,NEWARKD_1_N012,LOAD,37.5004179,-121.98703,70.22,161,0,255,255
CA,NEWARKD_1_N126,GEN,37.5004179,-121.98715,70.22,161,0,255,255
CA,NEWBURG_6_N001,LOAD,40.594553,-124.13513,64.81,85,0,255,255
CA,NEWBURG_6_N003,LOAD,40.594553,-124.13525,64.81,85,0,255,255
CA,NEWHALL_1_N001,LOAD,36.867181,-120.32825,69.85,155,0,255,255
CA,NEWHALL_1_N002,LOAD,36.867181,-120.32837,69.85,155,0,255,255
CA,NEWMAN_6_B2,LOAD,37.315431,-121.01505,69.45,150,0,255,255
CA,NEWMAN_6_N001,LOAD,37.315431,-121.01516,69.45,150,0,255,255
CA,NOISLMTR_6_N004,LOAD,32.7024836,-117.18206,69.57,150,0,255,255
CA,NOISLMTR_6_N009,LOAD,32.7023044,-117.18206,69.57,150,0,255,255
CA,NOISLMTR_6_N015,GEN,32.7023044,-117.18227,69.57,150,0,255,255
CA,NOISLMTR_6_N101,GEN,32.7024836,-117.18227,69.57,150,0,255,255
CA,NORCO_1_N001,LOAD,35.28535,-119.30889,66.79,112,0,255,255
CA,NORD1_1_N001,LOAD,39.759999,-121.90689,65.73,95,0,255,255
CA,NORD1_1_N003,LOAD,39.759999,-121.90701,65.73,95,0,255,255
CA,NORTECH_1_N001,LOAD,37.46,-121.76,70.24,161,0,255,255
CA,NORTHWND_6_N002,GEN,35.068401,-118.39579,66.48,106,0,255,255
CA,NOVATO_6_N001,LOAD,38.108602,-122.56829,68.27,133,0,255,255
CA,NOVATO_6_N002,LOAD,38.108602,-122.5684,68.28,133,0,255,255
CA,NRTHTWR_1_N001,LOAD,38.0660612,-122.19567,70.3,161,0,255,255
CA,NRTHTWR_1_N002,LOAD,38.0659799,-122.19561,70.3,161,0,255,255
CA,NRTHTWR_1_N004,LOAD,38.0659799,-122.19573,70.3,161,0,255,255
CA,NSCOGEN_7_B1,GEN,32.6815691,-117.12014,69.45,150,0,255,255
CA,NUMITAP_1_N003,LOAD,37.5,-122.04,70.36,161,0,255,255
CA,NVYSCHL_6_N001,LOAD,36.59909,-121.87708,68.57,139,0,255,255
CA,NWKDIST_2_N001,LOAD,37.48,-121.97994,69.9,155,0,255,255
CA,NWKDIST_2_N004,LOAD,37.48,-121.98006,69.9,155,0,255,255
CA,OAKC12_7_N002,LOAD,37.797435,-122.28102,70.04,155,0,255,255
CA,OAKHURST_1_N001,LOAD,37.323795,-119.63395,69.77,155,0,255,255
CA,OAKHURST_1_N002,LOAD,37.323795,-119.63406,69.77,155,0,255,255
CA,OAKLAND_1_N001,LOAD,37.797435,-122.28091,69.94,155,0,255,255
CA,OAKLAND_1_N006,LOAD,37.7973567,-122.28096,69.94,155,0,255,255
CA,OAKLAND_1_N033,LOAD,37.7973567,-122.28108,69.94,155,0,255,255
CA,OAKLND12_7_N001,GEN,37.797435,-122.28114,70.04,155,0,255,255
CA,OAKLND12_7_N101,GEN,37.7975133,-122.28108,69.94,155,0,255,255
CA,OAKLND3_7_N001,GEN,37.7975133,-122.28096,69.94,155,0,255,255
CA,OCEANO_1_N001,LOAD,35.101771,-120.581,72.56,193,0,255,255
CA,OCEANO_1_N004,LOAD,35.101771,-120.58111,72.56,193,0,255,255
CA,OCEANSDE_6_N001,LOAD,33.196818,-117.38174,69.82,155,0,255,255
CA,OCEANSDE_6_N002,LOAD,33.196818,-117.38185,69.82,155,0,255,255
CA,OIGLASS_1_N001,LOAD,37.75,-121.31,68.03,128,0,255,255
CA,OILDALE_1_N001,LOAD,35.42,-118.98,67.48,123,0,255,255
CA,OILDALE_1_N101,GEN,35.418611,-119.01139,67.48,123,0,255,255
CA,OILFLDS_6_N001,LOAD,35.9564687,-120.85121,65.54,95,0,255,255
CA,OILFLDS_6_N007,LOAD,35.9563881,-120.85115,65.54,95,0,255,255
CA,OILFLDS_6_N009,GEN,35.9563881,-120.85127,65.54,95,0,255,255
CA,OLDRIVR_6_N001,LOAD,35.208404,-119.1002,69.13,144,0,255,255
CA,OLDRIVR_6_N006,LOAD,35.208404,-119.10031,69.13,144,0,255,255
CA,OLDRIVR_6_N007,GEN,35.169243,-119.10989,69.13,144,0,255,255
CA,OLDTOWN_6_N001,LOAD,32.766092,-117.19253,69.2,144,0,255,255
CA,OLEMA_6_N001,LOAD,38.042497,-122.78654,68.64,139,0,255,255
CA,OLETA_6_N001,LOAD,38.480645,-120.84463,67.95,128,0,255,255
CA,OLETA_6_N003,LOAD,38.480645,-120.84474,67.95,128,0,255,255
CA,OLINDA_6_N001,LOAD,33.9461961,-117.92214,69.37,150,0,255,255
CA,OLINDA_6_N002,GEN,33.9460159,-117.92214,69.37,150,0,255,255
CA,OLINDA_6_N004,GEN,33.9460159,-117.92235,69.37,150,0,255,255
CA,OLINDA_6_N007,GEN,33.9461961,-117.92235,69.37,150,0,255,255
CA,OLIVHRST_1_N001,LOAD,39.091887,-121.54288,65.4,90,0,255,255
CA,OLIVHRST_1_N002,LOAD,39.091887,-121.543,65.4,90,0,255,255
CA,OLS-AGNE_7_N001,GEN,37.430833,-121.94722,70.44,161,0,255,255
CA,OMAR1G_7_B1,GEN,35.475894,-118.98698,66.02,101,0,255,255
CA,OMAR2G_7_B1,GEN,35.475894,-118.98687,66.06,101,0,255,255
CA,OMAR3G_7_B1,GEN,35.4758041,-118.98698,66.06,101,0,255,255
CA,OMAR4G_7_B1,GEN,35.475894,-118.98709,66.06,101,0,255,255
CA,OMAR_2_N001,LOAD,35.4759839,-118.98698,66.06,101,0,255,255
CA,OMWD_6_N001,LOAD,33.068479,-117.1414,69.26,144,0,255,255
CA,ONEILPMP_7_LN001,LOAD,37.098611,-121.0475,67.48,123,0,255,255
CA,OREGNTRL_1_N001,LOAD,40.619021,-122.32226,64.45,79,0,255,255
CA,OREGNTRL_6_N001,LOAD,40.619021,-122.32238,64.56,79,0,255,255
CA,ORICK_6_N001,LOAD,41.294542,-124.05652,65.95,101,0,255,255
CA,ORLANDB_6_N001,LOAD,39.725068,-122.17887,65.95,101,0,255,255
CA,ORMOND1G_7_B1,GEN,34.129718,-119.16889,68.11,128,0,255,255
CA,ORMOND2G_7_B1,GEN,34.129718,-119.16899,68.11,128,0,255,255
CA,OROENGY_7_B1,GEN,39.5054236,-121.55938,65.1,90,0,255,255
CA,OROLOMA_6_N001,LOAD,36.886866,-120.65593,68.68,139,0,255,255
CA,OROSI_6_N006,LOAD,36.544759,-119.25178,72.62,193,0,255,255
CA,OROVILLE_6_N001,LOAD,39.5052444,-121.55938,65.24,90,0,255,255
CA,OROVILLE_6_N005,LOAD,39.5052444,-121.55961,65.24,90,0,255,255
CA,OROVILLE_6_N102,LOAD,39.5054236,-121.55961,65.24,90,0,255,255
CA,OSO_6_N008,GEN,34.810278,-118.72,65.69,95,0,255,255
CA,OTAYLAKE_6_N001,LOAD,32.5953767,-117.05752,69.92,155,0,255,255
CA,OTAY_6_N001,LOAD,32.5951973,-117.05752,69.37,150,0,255,255
CA,OTAY_6_N014,LOAD,32.5951973,-117.05773,69.37,150,0,255,255
CA,OTTER_6_N001,LOAD,36.477816,-121.727,74.0,215,0,255,255
CA,OWNBRKWY_1_N001,LOAD,37.72,-122.22,72.66,193,0,255,255
CA,OXBOWF_7_B1,GEN,39.267746,-120.77625,68.6,139,0,255,255
CA,OXFORD_1_N001,LOAD,36.7,-120.68,67.8,128,0,255,255
CA,OXGEN_7_B1,GEN,34.3009764,-119.18541,69.18,144,0,255,255
CA,OXMOUNTN_6_N001,GEN,37.490797,-122.38897,71.18,172,0,255,255
CA,PACFCBCH_6_N001,LOAD,32.799219,-117.24015,69.59,150,0,255,255
CA,PACFCBCH_6_N004,LOAD,32.799219,-117.24025,69.59,150,0,255,255
CA,PACIFICA_6_N001,LOAD,37.594584,-122.48893,71.23,172,0,255,255
CA,PACIFICA_6_N003,LOAD,37.594584,-122.48904,71.23,172,0,255,255
CA,PACLUMB_7_N002,GEN,40.481389,-124.10444,63.31,63,0,255,255
CA,PADUA_6_N001,LOAD,34.120216,-117.63908,68.97,144,0,255,255
CA,PADUA_6_N004,GEN,34.120216,-117.63897,68.97,144,0,255,255
CA,PADUA_6_N006,GEN,34.1201257,-117.63908,68.97,144,0,255,255
CA,PADUA_6_N007,GEN,34.120216,-117.63919,68.97,144,0,255,255
CA,PADUA_6_N008,GEN,34.1203063,-117.63908,68.97,144,0,255,255
CA,PALA_6_N001,LOAD,33.35594,-117.1121,71.26,177,0,255,255
CA,PALMR_1_N001,LOAD,34.825223,-120.29895,72.7,193,0,255,255
CA,PALOMAR_1_N001,LOAD,33.1228177,-117.28793,69.5,150,0,255,255
CA,PALOMAR_1_N004,LOAD,33.1227371,-117.28787,69.5,150,0,255,255
CA,PALOMAR_1_N013,LOAD,33.1227371,-117.28798,69.5,150,0,255,255
CA,PANAERO_1_N001,GEN,33.97,-116.67,67.48,123,0,255,255
CA,PANAMA_6_N001,LOAD,35.295514,-119.02152,68.84,139,0,255,255
CA,PANRAMA_1_N001,LOAD,40.434409,-122.2679,63.98,74,0,255,255
CA,PARADISE_1_N001,LOAD,39.761504,-121.61858,65.22,90,0,255,255
CA,PARADISX_6_N001,LOAD,39.761504,-121.61869,69.82,155,0,255,255
CA,PARADISX_6_N004,LOAD,32.70445,-117.04981,69.82,155,0,255,255
CA,PARKWAY_2_N001,LOAD,38.17,-122.25,66.53,106,0,255,255
CA,PAULSWT_1_N001,LOAD,36.9923471,-121.98203,71.42,177,0,255,255
CA,PAULSWT_1_N004,LOAD,36.9921669,-121.98203,71.42,177,0,255,255
CA,PAULSWT_1_N013,GEN,36.9921669,-121.98225,71.42,177,0,255,255
CA,PAULSWT_1_N101,LOAD,36.9923471,-121.98225,71.42,177,0,255,255
CA,PEABODY_2_N002,LOAD,38.285587,-121.97025,66.68,112,0,255,255
CA,PEABODY_2_N006,LOAD,38.285587,-121.97037,66.68,112,0,255,255
CA,PEABODY_2_N024,GEN,38.317439,-121.83412,66.68,112,0,255,255
CA,PEACHTON_6_N001,LOAD,39.378477,-121.68495,66.8,112,0,255,255
CA,PEACHTON_6_N004,LOAD,39.378477,-121.68506,66.8,112,0,255,255
CA,PEARBLSM_2_N020,GEN,34.508884,-117.91841,67.58,123,0,255,255
CA,PEARBMAP_7_B1,LOAD,34.508884,-117.9183,67.58,123,0,255,255
CA,PEARBMAP_7_B3,LOAD,34.5087936,-117.9183,67.58,123,0,255,255
CA,PEARBMAP_7_B4,LOAD,34.5087296,-117.91838,67.58,123,0,255,255
CA,PEARBMBP_7_B1,LOAD,34.5087143,-117.91848,67.58,123,0,255,255
CA,PEARBMBP_7_B3,LOAD,34.5087456,-117.91859,67.58,123,0,255,255
CA,PEARBMBP_7_B4,LOAD,34.5088116,-117.91866,67.58,123,0,255,255
CA,PEARBMCP_7_B1,LOAD,34.5088971,-117.9187,67.58,123,0,255,255
CA,PEARBMCP_7_B3,LOAD,34.5089874,-117.91869,67.58,123,0,255,255
CA,PEARBMDP_7_B1,LOAD,34.5090701,-117.91865,67.58,123,0,255,255
CA,PEASE_1_N001,LOAD,39.170103,-121.66114,64.47,79,0,255,255
CA,PEASE_1_N009,LOAD,39.170103,-121.66125,64.47,79,0,255,255
CA,PENDLETN_6_N001,LOAD,33.309253,-117.33498,70.79,166,0,255,255
CA,PENDLETN_6_N004,LOAD,33.309253,-117.33509,70.79,166,0,255,255
CA,PENNGRVE_1_N001,LOAD,38.315547,-122.68112,68.22,133,0,255,255
CA,PENRYN_6_N001,LOAD,38.84443,-121.16614,69.02,144,0,255,255
CA,PENRYN_6_N004,LOAD,38.84443,-121.16625,69.02,144,0,255,255
CA,PEORIA_7_N003,GEN,37.890419,-120.52912,70.1,161,0,255,255
CA,PERMNNTE_6_N002,LOAD,34.355793,-116.85595,69.18,144,0,255,255
CA,PERRY_6_N001,LOAD,35.570805,-121.05587,72.97,199,0,255,255
CA,PETLMAA_6_N001,LOAD,38.234002,-122.63629,67.92,128,0,255,255
CA,PETLMAC_6_N002,LOAD,38.2390641,-122.6368,69.22,144,0,255,255
CA,PETLMAC_6_N003,LOAD,38.2389829,-122.63674,69.22,144,0,255,255
CA,PETLMAC_6_N004,LOAD,38.2389829,-122.63686,69.22,144,0,255,255
CA,PHILLIPS_1_N001,LOAD,37.34,-122.03,69.89,155,0,255,255
CA,PHILO_6_N001,LOAD,39.063719,-123.43752,73.18,204,0,255,255
CA,PHOENIX_7_N001,GEN,38.444858,-120.51686,70.22,161,0,255,255
CA,PICO_1_N001,LOAD,33.456763,-117.58919,69.81,155,0,255,255
CA,PICO_1_N004,LOAD,33.456763,-117.5893,69.81,155,0,255,255
CA,PIERCY_1_N201,LOAD,37.28,-121.83,69.4,150,0,255,255
CA,PIKECTY_6_N001,LOAD,39.438734,-120.99785,65.38,90,0,255,255
CA,PINEFLT_7_B1,GEN,36.8300539,-119.31,69.87,155,0,255,255
CA,PINEFLT_7_B3,GEN,36.829973,-119.30994,69.87,155,0,255,255
CA,PINEFLT_7_B4,GEN,36.829973,-119.31006,69.87,155,0,255,255
CA,PIT1U1_7_B1,GEN,38.030761,-121.8692,62.38,47,0,255,255
CA,PIT1U1_7_B2,GEN,38.030761,-121.86909,62.38,47,0,255,255
CA,PIT1_6_N001,LOAD,38.0306707,-121.86909,62.38,47,0,255,255
CA,PIT1_6_N012,GEN,41.03,-121.42606,62.38,47,0,255,255
CA,PIT3_7_N001,LOAD,38.0306068,-121.86917,61.8,41,0,255,255
CA,PIT5_7_B1,LOAD,38.0305915,-121.86928,62.01,41,0,255,255
CA,PIT5_7_N001,GEN,38.0306228,-121.86939,62.01,41,0,255,255
CA,PIT6U1_7_B1,GEN,38.0306887,-121.86947,62.37,47,0,255,255
CA,PIT6U2_7_B1,GEN,38.0307741,-121.8695,62.35,47,0,255,255
CA,PIT7U1_7_B1,GEN,38.0308643,-121.8695,62.49,52,0,255,255
CA,PIT7U2_7_B1,GEN,38.0309469,-121.86945,62.48,52,0,255,255
CA,PITCHGEN_7_B1,GEN,34.42221,-118.57228,67.49,123,0,255,255
CA,PITSBURG_1_N001,LOAD,38.0310126,-121.86937,67.83,128,0,255,255
CA,PITTSBRG_6_N101,LOAD,38.0310554,-121.86927,68.5,133,0,255,255
CA,PLACERVL_1_N001,LOAD,38.7302789,-120.78805,67.96,128,0,255,255
CA,PLACER_1_N001,LOAD,38.901311,-121.08802,68.8,139,0,255,255
CA,PLACER_7_N009,LOAD,38.901311,-121.08814,68.68,139,0,255,255
CA,PLAINFLD_6_N001,LOAD,38.61887,-121.79398,68.03,128,0,255,255
CA,PLCRVLB2_7_N001,GEN,38.7301981,-120.78799,67.9,128,0,255,255
CA,PLCRVLB2_7_N002,GEN,38.7301981,-120.78811,67.9,128,0,255,255
CA,PLOALTO_1_N001,LOAD,33.35594,-117.11199,70.91,172,0,255,255
CA,PLOALTO_1_N007,LOAD,33.3558504,-117.1121,70.91,172,0,255,255
CA,PLOALTO_1_N013,LOAD,33.35594,-117.1122,70.91,172,0,255,255
CA,PLOALTO_1_N019,GEN,33.3560296,-117.1121,70.91,172,0,255,255
CA,PLUMAS_6_N001,LOAD,39.026121,-121.54308,68.57,139,0,255,255
CA,PNEDLE_1_N001,LOAD,36.83,-119.82994,69.43,150,0,255,255
CA,PNEDLE_1_N002,LOAD,36.83,-119.83006,69.51,150,0,255,255
CA,PNEGRVE_6_N001,LOAD,38.412712,-120.66022,70.77,166,0,255,255
CA,PNEGRVE_6_N002,LOAD,38.412712,-120.66034,70.77,166,0,255,255
CA,PNTARNA_6_N001,LOAD,38.912571,-123.6795,76.61,248,0,255,255
CA,POE1_7_B1,GEN,39.7160953,-121.52101,61.52,36,0,255,255
CA,POE2_7_B1,GEN,39.7160953,-121.52113,61.42,36,0,255,255
CA,POINTLMA_6_N001,GEN,32.7415576,-117.23326,69.56,150,0,255,255
CA,POINTLMA_6_N013,LOAD,32.7413784,-117.23326,69.56,150,0,255,255
CA,POINTLMA_6_N014,LOAD,32.7413784,-117.23347,69.56,150,0,255,255
CA,POINTLMA_6_N021,GEN,32.7415576,-117.23347,69.56,150,0,255,255
CA,POLPASPP_6_N002,LOAD,38.575523,-121.4977,67.41,123,0,255,255
CA,POMERADO_6_N001,LOAD,32.9414827,-117.03288,68.64,139,0,255,255
CA,POMERADO_6_N004,LOAD,32.9414021,-117.03283,68.64,139,0,255,255
CA,POMERADO_6_N008,LOAD,32.9414021,-117.03294,68.64,139,0,255,255
CA,POSOMT_1_N001,LOAD,35.559194,-118.9575,68.34,133,0,255,255
CA,POST_1_N001,LOAD,39.11,-121.64,69.58,150,0,255,255
CA,POTRERO_1_N001,LOAD,37.4600542,-122.4,70.67,166,0,255,255
CA,POTRERO_1_N013,LOAD,37.4599729,-122.39994,70.67,166,0,255,255
CA,POTRERO_1_N016,LOAD,37.4599729,-122.40006,70.67,166,0,255,255
CA,POTTRVLY_7_N002,GEN,39.361768,-123.12806,70.09,155,0,255,255
CA,POWAY_6_N001,LOAD,32.978723,-117.0313,69.22,144,0,255,255
CA,POWAY_6_N010,LOAD,32.978723,-117.03141,69.22,144,0,255,255
CA,PPSTLTAP_1_N001,LOAD,38.02,-122.36994,71.95,182,0,255,255
CA,PPSTLTAP_1_N104,LOAD,38.02,-122.37006,71.95,182,0,255,255
CA,PRAXAIR_1_B1,LOAD,38.0,-121.81,68.02,128,0,255,255
CA,PRCTRVLY_1_N001,LOAD,32.665044,-116.9868,68.28,133,0,255,255
CA,PROCGEN_7_B1,GEN,34.3007956,-119.18541,69.18,144,0,255,255
CA,PRUNEDLE_1_N001,LOAD,36.7855189,-121.67105,68.02,128,0,255,255
CA,PRUNEDLE_1_N002,LOAD,36.785438,-121.67099,68.02,128,0,255,255
CA,PRUNEDLE_1_N004,GEN,36.785438,-121.67111,68.02,128,0,255,255
CA,PSARBLS_6_N001,LOAD,35.6156488,-120.67989,71.73,182,0,255,255
CA,PSARBLS_6_N005,LOAD,35.6155681,-120.67983,71.73,182,0,255,255
CA,PSARBLS_6_N007,LOAD,35.6155681,-120.67995,71.73,182,0,255,255
CA,PSE-BEAR_7_B1,GEN,35.419167,-118.92578,67.18,117,0,255,255
CA,PSE-LVOK_7_B1,GEN,35.419167,-118.92589,67.48,123,0,255,255
CA,PSEMCKIT_7_B1,GEN,35.319444,-119.66222,67.35,117,0,255,255
CA,PTMRTTI_6_N001,LOAD,37.030856,-122.18764,70.2,161,0,255,255
CA,PTS7SWNG_7_B2,GEN,38.0310722,-121.86916,68.14,128,0,255,255
CA,PTSB5_7_B2,GEN,38.0310626,-121.86904,68.14,128,0,255,255
CA,PTSB6_7_B2,GEN,38.0310285,-121.86894,68.14,128,0,255,255
CA,PUEBLOPG_1_N001,LOAD,38.345349,-122.29956,69.83,155,0,255,255
CA,PUEBLOPG_1_N010,LOAD,38.345349,-122.29968,69.83,155,0,255,255
CA,PURISIMA_1_N001,LOAD,34.700622,-120.43526,73.84,210,0,255,255
CA,Q477_7_B1,GEN,39.67345,-121.72736,64.73,85,0,255,255
CA,Q510_7_N005,GEN,32.6645,-115.6739,66.54,106,0,255,255
CA,Q633C1_7_N001,GEN,36.136583,-120.34401,67.01,112,0,255,255
CA,QUEBEC_1_N001,LOAD,36.07,-119.56,66.55,106,0,255,255
CA,RADUM_6_N001,LOAD,37.672646,-121.85946,69.46,150,0,255,255
CA,RADUM_6_N004,LOAD,37.672646,-121.85958,69.46,150,0,255,255
CA,RAINBOW_1_N001,LOAD,36.709983,-119.53816,70.51,166,0,255,255
CA,RALSTON_7_B1,GEN,39.0,-120.71,65.22,90,0,255,255
CA,RAMCOOY_7_B1,GEN,32.5953767,-117.05773,69.36,150,0,255,255
CA,RAMNGEN_7_N003,GEN,33.014809,-116.87543,74.58,220,0,255,255
