region,name,type,latitude,longitude,realtime,colormap_r,colormap_g,colormap_b,colormap_a
CA,INLANDG2_7_N002,GEN,33.742642,-117.17174,68.29,133,0,255,255
CA,INTLTUR_6_B1,GEN,37.059424,-121.19482,67.66,123,0,255,255
CA,INYOKERN_1_N001,LOAD,35.652614,-117.79479,66.26,106,0,255,255
CA,INYOKERN_1_N008,LOAD,35.652614,-117.7949,66.26,106,0,255,255
CA,IRONMTN_2_N001,LOAD,34.16,-115.12,65.91,101,0,255,255
CA,IUKA_6_N001,LOAD,37.665987,-121.83101,69.64,150,0,255,255
CA,JACINTO_6_N001,LOAD,39.582923,-122.01064,65.98,101,0,255,255
CA,JAMACHA_6_N001,LOAD,32.7441637,-116.95724,70.34,161,0,255,255
CA,JAMACHA_6_N006,LOAD,32.7440831,-116.95718,70.34,161,0,255,255
CA,JAMACHA_6_N015,LOAD,32.7440831,-116.95729,70.34,161,0,255,255
CA,JAMESON_1_N001,LOAD,38.205743,-122.14754,69.66,150,0,255,255
CA,JANSCRK_6_N001,LOAD,40.9053943,-124.07257,65.01,85,0,255,255
CA,JANSCRK_6_N003,LOAD,40.9053129,-124.07251,65.01,85,0,255,255
CA,JAPMESA_6_N001,LOAD,33.37434,-117.55464,70.14,161,0,255,255
CA,JAPMESA_6_N007,LOAD,33.37434,-117.55475,70.14,161,0,255,255
CA,JARVIS_1_N014,LOAD,37.5957244,-122.01803,71.66,182,0,255,255
CA,JARVIS_1_N016,LOAD,37.5955436,-122.01803,71.66,182,0,255,255
CA,JARVIS_1_N017,LOAD,37.5955436,-122.01826,71.66,182,0,255,255
CA,JARVIS_1_N101,LOAD,37.5957244,-122.01826,71.66,182,0,255,255
CA,JBBLACK1_7_B1,GEN,40.992222,-121.97494,62.03,47,0,255,255
CA,JBBLACK2_7_B1,GEN,40.992222,-121.97506,62.48,52,0,255,255
CA,JCBSCRNR_6_N001,LOAD,36.222455,-119.77978,69.27,144,0,255,255
CA,JCBSCRNR_6_N003,LOAD,36.222455,-119.77989,69.27,144,0,255,255
CA,JENNY_1_N001,LOAD,37.77,-122.25994,72.75,193,0,255,255
CA,JENNY_1_N008,LOAD,37.77,-122.26006,72.75,193,0,255,255
CA,JESSUP_1_GN001,GEN,40.470902,-122.33119,64.17,74,0,255,255
CA,JESSUP_1_N001,LOAD,40.462102,-122.32806,64.17,74,0,255,255
CA,JMSCNPMP_1_N001,LOAD,38.19,-122.47,74.74,226,0,255,255
CA,JOHANNA_2_N001,LOAD,33.713624,-117.85258,69.56,150,0,255,255
CA,JOHANNA_2_N007,LOAD,33.713543,-117.85252,69.56,150,0,255,255
CA,JOHANNA_2_N013,GEN,33.713543,-117.85263,69.53,150,0,255,255
CA,JOLON_6_N001,LOAD,36.013308,-121.16764,68.1,128,0,255,255
CA,JRWDGEN_1_N001,GEN,37.36244,-120.62829,70.51,166,0,255,255
CA,JRWOOD_1_N001,LOAD,37.37,-120.64,70.51,166,0,255,255
CA,JVENTER_2_N001,GEN,37.801185,-121.64161,67.6,123,0,255,255
CA,KAMM_1_N001,LOAD,36.58,-120.52,67.98,128,0,255,255
CA,KANAKA_1_N001,LOAD,39.44,-121.38994,63.61,68,0,255,255
CA,KANAKA_1_N003,GEN,39.44,-121.39006,63.61,68,0,255,255
CA,KANSASGN_7_N002,GEN,36.22624,-119.83415,68.98,144,0,255,255
CA,KCTYPKER_7_B1,GEN,36.2170135,-121.12668,67.23,117,0,255,255
CA,KEARNEY_6_N001,LOAD,36.704358,-119.88278,69.08,144,0,255,255
CA,KEARNEY_6_N099,LOAD,36.704358,-119.8829,69.08,144,0,255,255
CA,KEARNEY_7_N001,LOAD,32.83285,-117.132,70.71,166,0,255,255
CA,KEARNEY_7_N003,LOAD,32.83285,-117.13211,70.71,166,0,255,255
CA,KELSO_2_N001,LOAD,37.797722,-121.60159,67.46,123,0,255,255
CA,KERCK1G1_7_B2,GEN,37.0798181,-119.48566,68.97,144,0,255,255
CA,KERCK1G2_7_B1,GEN,37.0796379,-119.48566,68.97,144,0,255,255
CA,KERCK1G3_7_B1,GEN,37.0796379,-119.48588,68.97,144,0,255,255
CA,KERCKHOF_7_B1,GEN,37.0798181,-119.48588,68.96,144,0,255,255
CA,KERMAN_6_N001,LOAD,36.69206,-120.05919,71.83,182,0,255,255
CA,KERMAN_6_N002,LOAD,36.69206,-120.0593,71.88,182,0,255,255
CA,KERNFRNT_7_B1,GEN,35.515556,-119.04,67.17,117,0,255,255
CA,KERNOIL_1_N001,LOAD,35.44071,-119.02061,67.58,123,0,255,255
CA,KERNOIL_1_N012,LOAD,35.44071,-119.02073,67.58,123,0,255,255
CA,KERNPWR_1_N002,LOAD,35.379801,-119.09798,67.15,117,0,255,255
CA,KERNPWR_1_N201,LOAD,35.37972,-119.09793,67.15,117,0,255,255
CA,KERNRDGE_1_N001,LOAD,35.483209,-119.76358,67.39,117,0,255,255
CA,KERNRDGE_1_N003,GEN,35.483209,-119.7637,67.39,117,0,255,255
CA,KERNRV_1_N001,LOAD,35.37972,-119.09804,67.5,123,0,255,255
CA,KERNWATR_1_N001,LOAD,35.400666,-119.0356,67.21,117,0,255,255
CA,KESWICK_6_N001,LOAD,40.623725,-122.46203,64.73,85,0,255,255
CA,KETTLEMN_6_N001,LOAD,36.044075,-120.1127,68.19,133,0,255,255
CA,KETTNER_6_N001,LOAD,32.733172,-117.17377,69.44,150,0,255,255
CA,KINGCTY_6_N001,LOAD,36.2168345,-121.12668,67.82,128,0,255,255
CA,KINGCTY_6_N002,LOAD,36.2168345,-121.1269,67.82,128,0,255,255
CA,KINGCTY_6_N005,LOAD,36.2170135,-121.1269,67.82,128,0,255,255
CA,KINGSBRG_1_N001,LOAD,36.4886906,-119.58235,70.28,161,0,255,255
CA,KINGSBRG_1_N008,LOAD,36.488613,-119.58229,70.28,161,0,255,255
CA,KINGSBRG_7_N002,GEN,36.4885354,-119.58235,70.28,161,0,255,255
CA,KINGSBRG_7_N003,GEN,36.4885354,-119.58246,70.28,161,0,255,255
CA,KINGSBUR_7_B1,GEN,36.488613,-119.58251,70.26,161,0,255,255
CA,KINGSRIV_7_B1,GEN,36.4886906,-119.58246,68.97,144,0,255,255
CA,KIRKER_1_N001,LOAD,38.0212542,-121.90584,68.05,128,0,255,255
CA,KIRKER_1_N005,LOAD,38.0211729,-121.90578,68.05,128,0,255,255
CA,KIRKER_1_N006,LOAD,38.0211729,-121.9059,68.05,128,0,255,255
CA,KNGHTSLD_1_N001,LOAD,38.809281,-121.74515,68.21,133,0,255,255
CA,KONOCTI6_6_N001,LOAD,38.9325,-122.74108,67.64,123,0,255,255
CA,KRAMER_1_N001,LOAD,34.990088,-117.5426,68.15,128,0,255,255
CA,KUMEYAAY_7_N001,GEN,32.699024,-116.35384,69.9,155,0,255,255
CA,KYOCERA_6_N001,LOAD,32.819776,-117.14036,69.99,155,0,255,255
CA,LAFRESA_6_N001,LOAD,33.869791,-118.33319,69.85,155,0,255,255
CA,LAFRESA_6_N003,GEN,33.86971,-118.33313,69.85,155,0,255,255
CA,LAFRESA_6_N007,LOAD,33.86971,-118.33325,69.85,155,0,255,255
CA,LAGNANL_1_N001,LOAD,33.4949807,-117.70296,70.48,166,0,255,255
CA,LAGNANL_1_N002,LOAD,33.4948013,-117.70296,70.48,166,0,255,255
CA,LAGNANL_1_N005,LOAD,33.4948013,-117.70317,70.48,166,0,255,255
CA,LAGNANL_1_N006,LOAD,33.4949807,-117.70317,70.48,166,0,255,255
CA,LAGUBELL_6_N001,LOAD,33.9759961,-118.14794,69.39,150,0,255,255
CA,LAGUBELL_6_N005,GEN,33.975915,-118.14788,69.39,150,0,255,255
CA,LAGUBELL_6_N210,LOAD,33.975915,-118.148,69.39,150,0,255,255
CA,LAGUNATP_6_N001,LOAD,36.748943,-121.6053,70.01,155,0,255,255
CA,LAGUNITS_6_N001,LOAD,36.748943,-121.60541,70.98,172,0,255,255
CA,LAJOLLA_6_N001,LOAD,32.840122,-117.27518,70.26,161,0,255,255
CA,LAJOLLA_6_N007,LOAD,32.840122,-117.27528,70.26,161,0,255,255
CA,LAKEVIEW_6_N101,LOAD,35.093678,-119.10139,66.97,112,0,255,255
CA,LAKEVLLE_1_N001,LOAD,38.251505,-122.58069,67.9,128,0,255,255
CA,LAKEWOOD_1_N001,LOAD,37.9090083,-122.05701,68.96,144,0,255,255
CA,LAKEWOOD_1_N003,LOAD,37.90893,-122.05696,68.96,144,0,255,255
CA,LAKEWOOD_1_N004,LOAD,37.9088517,-122.05701,68.96,144,0,255,255
CA,LAKEWOOD_1_N006,LOAD,37.9088517,-122.05713,68.96,144,0,255,255
CA,LAKEWOOD_1_N007,LOAD,37.90893,-122.05718,68.96,144,0,255,255
CA,LAKEWOOD_1_N009,LOAD,37.9090083,-122.05713,68.96,144,0,255,255
CA,LAMBGT1_7_B1,GEN,38.221667,-121.86778,66.74,112,0,255,255
CA,LAMONT_1_N001,LOAD,35.296668,-118.86163,67.81,128,0,255,255
CA,LAMONT_1_N002,LOAD,35.296668,-118.86174,67.81,128,0,255,255
CA,LAPLMG1_7_B2,GEN,35.295166,-119.59203,65.32,90,0,255,255
CA,LAPLMG1_7_N001,LOAD,35.295166,-119.59192,65.32,90,0,255,255
CA,LAPLMG2_7_B2,GEN,35.295076,-119.59192,65.32,90,0,255,255
CA,LAPLMG2_7_N001,LOAD,35.2950123,-119.592,65.32,90,0,255,255
CA,LAPLMG3_7_B2,GEN,35.2949971,-119.59211,65.32,90,0,255,255
CA,LAPLMG3_7_N001,LOAD,35.2950283,-119.59221,65.32,90,0,255,255
CA,LAPLMG4_7_B2,GEN,35.2950939,-119.59229,65.32,90,0,255,255
CA,LAPLMG4_7_N001,LOAD,35.295179,-119.59233,65.32,90,0,255,255
CA,LAROA1_2_N001,GEN,32.600973,-115.62761,66.44,106,0,255,255
CA,LASPALMS_1_N001,LOAD,36.8,-119.69,70.64,166,0,255,255
CA,LASPLGS_6_N001,LOAD,33.312885,-117.46694,70.96,172,0,255,255
CA,LASPULGS_6_N001,LOAD,33.312885,-117.46705,70.29,161,0,255,255
CA,LASSEN_6_N003,GEN,40.297222,-121.01722,61.03,30,0,255,255
CA,LAURELES_6_N001,LOAD,36.477816,-121.72689,73.09,199,0,255,255
CA,LAWRENCE_1_N001,LOAD,37.3972974,-122.01001,69.99,155,0,255,255
CA,LAWRENCE_1_N003,LOAD,37.3971166,-122.01001,69.99,155,0,255,255
CA,LAWRENCE_1_N004,LOAD,37.3971166,-122.01024,69.99,155,0,255,255
CA,LAWRENCE_1_N006,GEN,37.3972974,-122.01024,69.99,155,0,255,255
CA,LBEACH1G_7_N001,GEN,33.81877,-118.22237,69.69,150,0,255,255
CA,LBEACH2G_7_N001,GEN,33.8187063,-118.22244,69.69,150,0,255,255
CA,LBEACH2G_7_N002,LOAD,33.8186911,-118.22255,69.69,150,0,255,255
CA,LBEACH3G_7_N001,GEN,33.8187223,-118.22265,69.69,150,0,255,255
CA,LBEACH4G_7_N001,GEN,33.8187879,-118.22272,69.69,150,0,255,255
CA,LCIENEGA_6_N001,LOAD,34.000751,-118.37841,70.1,161,0,255,255
CA,LECEFGT1_7_B1,GEN,37.25,-121.77,70.09,155,0,255,255
CA,LECEFST1_7_B1,GEN,37.43085,-121.953,69.94,155,0,255,255
CA,LEGRAND_1_N001,LOAD,37.184412,-120.27346,70.55,166,0,255,255
CA,LEMOORE_6_N002,LOAD,36.309988,-119.79822,69.1,144,0,255,255
CA,LEMOORE_6_N101,LOAD,36.309988,-119.79833,69.1,144,0,255,255
CA,LEPRINO_1_N001,LOAD,37.748396,-121.41576,68.45,133,0,255,255
CA,LERDO_1_N001,LOAD,35.500104,-119.15188,67.54,123,0,255,255
CA,LERDO_1_N004,LOAD,35.500104,-119.15199,67.54,123,0,255,255
CA,LILAC_6_N001,LOAD,33.253259,-117.0858,70.75,166,0,255,255
CA,LILAC_6_N010,LOAD,33.253259,-117.08591,70.75,166,0,255,255
CA,LIMESTNE_6_N001,LOAD,38.633774,-120.9796,67.59,123,0,255,255
CA,LIMESTNE_6_N005,LOAD,38.633774,-120.97972,67.59,123,0,255,255
CA,LINDEN_6_N101,LOAD,38.016891,-121.09588,69.95,155,0,255,255
CA,LITEHIPE_6_N001,LOAD,33.8804009,-118.17507,69.58,150,0,255,255
CA,LITEHIPE_6_N006,GEN,33.8804009,-118.17529,69.58,150,0,255,255
CA,LITEHIPE_6_N008,LOAD,33.8805811,-118.17529,69.58,150,0,255,255
CA,LITTLERK_6_N016,GEN,34.616705,-117.91578,73.6,210,0,255,255
CA,LIVERMRE_6_N001,LOAD,37.680131,-121.78059,69.31,144,0,255,255
CA,LIVERMRE_6_N003,LOAD,37.680131,-121.78071,69.31,144,0,255,255
CA,LIVNGSTN_1_N001,LOAD,37.363325,-120.76037,70.52,166,0,255,255
CA,LIVNGSTN_6_N001,LOAD,37.363325,-120.76048,69.39,150,0,255,255
CA,LLAGAS_1_N001,LOAD,37.006958,-121.55739,68.6,139,0,255,255
CA,LLAGAS_1_N003,LOAD,37.006877,-121.55733,68.6,139,0,255,255
CA,LLAGAS_1_N005,LOAD,37.006877,-121.55745,68.6,139,0,255,255
CA,LMEC1_1_N001,LOAD,38.030625,-121.89678,67.77,123,0,255,255
CA,LMEC1_1_N101,LOAD,38.030625,-121.89667,67.77,123,0,255,255
CA,LMEC1_1_N601,LOAD,38.0305347,-121.89667,67.77,123,0,255,255
CA,LMEC1_1_N801,LOAD,38.0304708,-121.89675,67.77,123,0,255,255
CA,LMECCT1_7_B1,GEN,38.0304555,-121.89686,67.76,123,0,255,255
CA,LMECCT1_7_N001,LOAD,38.0304868,-121.89697,67.76,123,0,255,255
CA,LMECCT2_7_B1,GEN,38.0305527,-121.89705,67.76,123,0,255,255
CA,LMECCT2_7_N001,LOAD,38.0306381,-121.89709,67.76,123,0,255,255
CA,LMECST1_7_B1,GEN,38.0307283,-121.89708,67.76,123,0,255,255
CA,LMECST1_7_N001,LOAD,38.0308109,-121.89703,67.76,123,0,255,255
CA,LMPC-CTY_1_N001,LOAD,34.6,-120.39,74.15,215,0,255,255
CA,LOCKFORD_7_N003,GEN,38.136356,-121.14878,69.21,144,0,255,255
CA,LOCKHD1_1_N001,LOAD,37.409054,-122.03213,70.16,161,0,255,255
CA,LOCKHD2_1_N001,LOAD,37.416224,-122.03065,70.02,155,0,255,255
CA,LODI25CT_7_B1,GEN,38.728606,-121.303,71.22,172,0,255,255
CA,LOGANCR_2_N001,LOAD,39.539554,-122.26277,64.29,74,0,255,255
CA,LOGANCR_2_N010,LOAD,39.539554,-122.26289,64.29,74,0,255,255
CA,LONESTAR_1_N001,LOAD,37.511677,-122.20756,70.91,172,0,255,255
CA,LOSALTS_6_N004,LOAD,37.3939352,-122.11473,70.86,166,0,255,255
CA,LOSALTS_6_N005,LOAD,37.3938539,-122.11468,70.86,166,0,255,255
CA,LOSALTS_6_N101,LOAD,37.3938539,-122.11479,70.86,166,0,255,255
CA,LOSCCHS_6_N001,LOAD,32.8598177,-116.89926,67.86,128,0,255,255
CA,LOSCOCHS_6_N001,LOAD,32.8597371,-116.89921,70.01,155,0,255,255
CA,LOSCOCHS_6_N034,LOAD,32.8597371,-116.89932,70.01,155,0,255,255
CA,LOSGATS_6_N002,LOAD,37.226424,-121.97723,72.92,199,0,255,255
CA,LOSGATS_6_N201,LOAD,37.226424,-121.97734,72.92,199,0,255,255
CA,LOSOSTS_6_N001,LOAD,36.293864,-121.20007,67.77,123,0,255,255
CA,LOVELAND_6_N001,LOAD,32.796957,-116.79226,70.49,166,0,255,255
CA,LOWGAP_7_N001,LOAD,40.432729,-123.4722,64.7,79,0,255,255
CA,LOWGAP_7_N002,GEN,40.432729,-123.47232,64.7,79,0,255,255
CA,LOYOLA_6_N001,LOAD,37.360661,-122.09993,70.26,161,0,255,255
CA,LOYOLA_6_N004,LOAD,37.360661,-122.10005,70.26,161,0,255,255
CA,LPFLKBD_6_N001,LOAD,40.9053129,-124.07264,65.0,85,0,255,255
CA,LPSAMOA_7_N002,GEN,40.82,-124.18472,65.28,90,0,255,255
CA,LSGLLNS_1_N001,LOAD,38.0223392,-122.53798,68.71,139,0,255,255
CA,LSGLLNS_1_N002,LOAD,38.0222579,-122.53792,68.71,139,0,255,255
CA,LSGLLNS_1_N003,LOAD,38.0222579,-122.53804,68.71,139,0,255,255
CA,LSPSTAS_2_N001,LOAD,37.7009824,-121.73361,69.17,144,0,255,255
CA,LSPSTAS_2_N002,LOAD,37.7008016,-121.73361,69.17,144,0,255,255
CA,LSPSTAS_2_N010,LOAD,37.7008016,-121.73383,69.17,144,0,255,255
CA,LSPSTAS_2_N011,LOAD,37.7009824,-121.73383,69.17,144,0,255,255
CA,LSTHLLS_6_N001,LOAD,35.785755,-119.86614,67.28,117,0,255,255
CA,LUCERNE_1_N001,LOAD,39.110189,-122.81298,67.81,128,0,255,255
CA,LUCERNE_1_N004,LOAD,39.11,-122.81,67.81,128,0,255,255
CA,LUIS#3_1_N001,LOAD,36.65,-120.73,67.8,128,0,255,255
CA,LUIS#5_1_N001,LOAD,36.72,-120.75,67.8,128,0,255,255
CA,LUZ8G_7_B1,GEN,35.34,-117.13,68.06,128,0,255,255
CA,LUZ9G_7_B1,GEN,35.35,-117.09,68.06,128,0,255,255
CA,LYOTH-SP_6_N001,LOAD,37.721862,-121.39086,69.77,155,0,255,255
CA,LYTNVLLE_6_N001,LOAD,39.684962,-123.47698,72.93,199,0,255,255
CA,MABURY_1_N001,LOAD,37.360896,-121.86396,70.82,166,0,255,255
CA,MABURY_6_N001,LOAD,37.360896,-121.86407,70.85,166,0,255,255
CA,MADISON_1_N002,LOAD,38.670686,-121.96908,66.78,112,0,255,255
CA,MADISON_1_N201,LOAD,38.670686,-121.9692,66.78,112,0,255,255
CA,MAGUNDEN_1_N002,LOAD,35.362159,-118.92373,67.43,123,0,255,255
CA,MAINE-PR_6_N001,LOAD,38.385821,-121.77582,67.06,117,0,255,255
CA,MALAGA_1_N001,LOAD,36.6941548,-119.72475,70.89,172,0,255,255
CA,MALAGA_1_N004,LOAD,36.6939752,-119.72475,70.89,172,0,255,255
CA,MALAGA_1_N005,LOAD,36.6939752,-119.72497,70.89,172,0,255,255
CA,MALAGA_1_N206,LOAD,36.6941548,-119.72497,70.89,172,0,255,255
CA,MALCHA_7_B1,GEN,41.135,-121.12778,62.15,47,0,255,255
CA,MAMOTH1G_7_B1,GEN,37.23,-119.35,63.43,63,0,255,255
CA,MAMOTH2G_7_B1,GEN,37.23,-119.33,63.43,63,0,255,255
CA,MANCHSTR_1_N001,LOAD,36.7880339,-119.78749,70.71,166,0,255,255
CA,MANCHSTR_1_N002,LOAD,36.787953,-119.78743,70.71,166,0,255,255
CA,MANCHSTR_1_N005,LOAD,36.787953,-119.78755,70.71,166,0,255,255
CA,MANDLY1G_7_B1,GEN,34.2075222,-119.24896,69.16,144,0,255,255
CA,MANDLY1G_7_N002,LOAD,34.207444,-119.24891,69.16,144,0,255,255
CA,MANDLY2G_7_B1,GEN,34.2073658,-119.24896,69.16,144,0,255,255
CA,MANDLY2G_7_N002,LOAD,34.2073658,-119.24907,69.16,144,0,255,255
CA,MANDLY3G_7_B1,GEN,34.207444,-119.24913,69.18,144,0,255,255
CA,MANDLY3G_7_N001,LOAD,34.2075222,-119.24907,69.18,144,0,255,255
CA,MANTECA_1_N001,LOAD,37.8015154,-121.22357,69.74,155,0,255,255
CA,MANTECA_1_N002,LOAD,37.8013346,-121.22357,69.74,155,0,255,255
CA,MANTECA_1_N012,LOAD,37.8013346,-121.2238,69.74,155,0,255,255
CA,MANTECA_1_N013,LOAD,37.8015154,-121.2238,69.74,155,0,255,255
CA,MANVILLE_1_N001,LOAD,34.53,-120.43,74.04,215,0,255,255
CA,MARGARTA_1_N001,LOAD,33.5500758,-117.62799,70.34,161,0,255,255
CA,MARGARTA_1_N002,LOAD,33.5498962,-117.62799,70.34,161,0,255,255
CA,MARGARTA_1_N008,LOAD,33.5498962,-117.6282,70.34,161,0,255,255
CA,MARGARTA_1_N009,LOAD,33.5500758,-117.6282,70.34,161,0,255,255
CA,MARICOPA_6_N001,LOAD,35.107547,-119.39815,66.54,106,0,255,255
CA,MARIPOS2_6_N001,LOAD,37.504458,-120.00774,71.2,172,0,255,255
CA,MARIPOS2_6_N003,LOAD,37.504458,-120.00785,71.2,172,0,255,255
CA,MARTELL_6_N001,LOAD,38.369192,-120.79669,69.21,144,0,255,255
CA,MARTINEZ_1_N001,LOAD,38.02,-122.16,69.6,150,0,255,255
CA,MCARTHR_6_N001,LOAD,41.052702,-121.40878,62.41,52,0,255,255
CA,MCARTHR_6_N002,GEN,41.052702,-121.4089,62.41,52,0,255,255
CA,MCARTHR_6_N003,GEN,41.03,-121.42594,62.41,52,0,255,255
CA,MCCALL_1_N026,LOAD,36.6114178,-119.6397,70.18,161,0,255,255
CA,MCCALL_1_N030,LOAD,36.6113371,-119.63964,70.18,161,0,255,255
CA,MCCALL_1_N093,GEN,36.6113371,-119.63976,70.18,161,0,255,255
CA,MCDISLE_6_N001,LOAD,37.9369329,-121.52833,69.04,144,0,255,255
CA,MCFRLND_6_N001,LOAD,35.688444,-119.27684,66.87,112,0,255,255
CA,MCGEN_7_B1,GEN,35.765833,-117.38139,66.51,106,0,255,255
CA,MCKEE_1_N001,LOAD,37.3664072,-121.84379,70.85,166,0,255,255
CA,MCKEE_1_N005,LOAD,37.3663259,-121.84373,70.85,166,0,255,255
CA,MCKEE_1_N101,LOAD,37.3663259,-121.84385,70.85,166,0,255,255
CA,MCMULLN1_2_N001,LOAD,36.592775,-119.98906,68.78,139,0,255,255
CA,MCSNCK1_7_B1,GEN,37.5355,-121.85615,67.23,117,0,255,255
CA,MCSNCK2_7_B1,GEN,37.5355,-121.85626,67.23,117,0,255,255
CA,MDLRIVR_6_N001,LOAD,37.9369329,-121.52845,68.74,139,0,255,255
CA,MDWYPS_6_N001,LOAD,35.402879,-119.45503,66.15,101,0,255,255
CA,MECCTG1_7_B1,GEN,37.2400903,-121.77989,67.88,128,0,255,255
CA,MECCTG1_7_N100,LOAD,37.2399097,-121.77989,67.88,128,0,255,255
CA,MECCTG2_7_B2,GEN,37.2399097,-121.78011,67.88,128,0,255,255
CA,MECCTG2_7_N100,LOAD,37.2400903,-121.78011,67.88,128,0,255,255
CA,MECSTG3_7_B1,GEN,37.24,-121.77,67.88,128,0,255,255
CA,MEDWLNE_1_N001,LOAD,37.9631412,-122.05236,68.81,139,0,255,255
CA,MEDWLNE_1_N002,LOAD,37.9630599,-122.0523,68.81,139,0,255,255
CA,MEDWLNE_1_N006,LOAD,37.9630599,-122.05242,68.81,139,0,255,255
CA,MELROSE_6_N001,LOAD,33.2065606,-117.25285,70.49,166,0,255,255
CA,MELROSE_6_N004,LOAD,33.2063814,-117.25285,70.49,166,0,255,255
CA,MELROSE_6_N005,LOAD,33.2063814,-117.25307,70.49,166,0,255,255
CA,MELROSE_6_N009,LOAD,33.2065606,-117.25307,70.49,166,0,255,255
CA,MENLO_6_N001,LOAD,37.4330314,-122.20261,71.47,177,0,255,255
CA,MENLO_6_N002,LOAD,37.4328506,-122.20261,71.47,177,0,255,255
CA,MENLO_6_N003,LOAD,37.4328506,-122.20283,71.47,177,0,255,255
CA,MENLO_6_N004,LOAD,37.4330314,-122.20283,71.47,177,0,255,255
CA,MERCEDFL_7_N001,LOAD,37.2729233,-120.48675,70.66,166,0,255,255
CA,MERCEDFL_7_N002,GEN,37.2727427,-120.48675,70.66,166,0,255,255
CA,MERCED_1_N001,LOAD,37.2727427,-120.48698,70.28,161,0,255,255
CA,MERCED_1_N002,LOAD,37.2729233,-120.48698,70.29,161,0,255,255
CA,MERIDIAN_6_N101,LOAD,37.225299,-121.74418,65.36,90,0,255,255
CA,MESA-PGE_1_N036,GEN,35.008543,-120.45314,71.71,182,0,255,255
CA,MESACAL_6_N001,LOAD,34.037454,-118.10926,69.15,144,0,255,255
CA,MESACAL_6_N004,GEN,34.035509,-118.11119,69.15,144,0,255,255
CA,MESAHGTS_6_N001,LOAD,32.8296287,-117.15726,69.96,155,0,255,255
CA,MESAHGTS_6_N007,LOAD,32.8295481,-117.15721,69.96,155,0,255,255
CA,MESAHGTS_6_N011,GEN,32.8295481,-117.15732,69.96,155,0,255,255
CA,MESARIM_6_N001,LOAD,32.9049875,-117.17295,69.92,155,0,255,255
CA,MESARIM_6_N007,LOAD,32.9048085,-117.17295,69.92,155,0,255,255
CA,MESARIM_6_N008,LOAD,32.9048085,-117.17316,69.92,155,0,255,255
CA,MESARIM_6_N012,LOAD,32.9049875,-117.17316,69.92,155,0,255,255
CA,METCALF_1_N018,LOAD,37.224352,-121.74198,68.24,133,0,255,255
CA,METCALF_1_N044,GEN,37.224352,-121.74209,68.24,133,0,255,255
CA,METTLER_6_N001,LOAD,38.078067,-121.2867,70.63,166,0,255,255
CA,MHVSPHN_1_N101,GEN,34.307807,-117.32309,70.8,166,0,255,255
CA,MI-WUK_1_N001,LOAD,38.052745,-120.21727,70.22,161,0,255,255
CA,MIDDLTWN_6_N002,LOAD,38.752789,-122.60853,72.15,188,0,255,255
CA,MIDDLTWN_6_N101,LOAD,38.752789,-122.60864,72.15,188,0,255,255
CA,MIDLFORK_7_B1,GEN,39.03,-120.60994,64.84,85,0,255,255
CA,MIDLFORK_7_B3,GEN,39.03,-120.61006,64.84,85,0,255,255
CA,MIDWAY_1_N002,LOAD,35.402798,-119.45497,65.99,101,0,255,255
CA,MIDWAY_1_N047,GEN,35.402798,-119.45508,65.99,101,0,255,255
CA,MILLBRAE_1_N001,LOAD,37.605189,-122.39105,70.48,166,0,255,255
CA,MILLBRAE_1_N004,LOAD,37.605189,-122.39093,70.48,166,0,255,255
CA,MILLBRAE_1_N007,GEN,37.6050986,-122.39105,70.48,166,0,255,255
CA,MILLBRAE_1_N201,LOAD,37.605189,-122.39116,70.48,166,0,255,255
CA,MILLBRAE_6_N001,LOAD,37.6052794,-122.39105,70.59,166,0,255,255
CA,MILLER_1_N001,LOAD,37.81,-121.1,68.33,133,0,255,255
CA,MILPITAS_1_N001,LOAD,37.415395,-121.88856,70.73,166,0,255,255
CA,MILPITAS_1_N003,LOAD,37.415395,-121.88845,70.73,166,0,255,255
CA,MILPITAS_1_N005,LOAD,37.4153046,-121.88856,70.73,166,0,255,255
CA,MILPITAS_1_N006,LOAD,37.415395,-121.88868,70.73,166,0,255,255
CA,MILPITAS_1_N008,GEN,37.4154854,-121.88856,70.73,166,0,255,255
CA,MIRABEL_6_N001,LOAD,38.489406,-122.89426,68.7,139,0,255,255
CA,MIRALOMA_6_N001,LOAD,34.0043712,-117.56507,68.7,139,0,255,255
CA,MIRALOMA_6_N002,GEN,34.0041908,-117.56507,68.7,139,0,255,255
CA,MIRALOMA_6_N007,GEN,34.0041908,-117.56528,68.7,139,0,255,255
CA,MIRAMAR_6_N001,LOAD,32.8940825,-117.13553,69.89,155,0,255,255
CA,MIRAMAR_6_N004,LOAD,32.8939035,-117.13553,69.89,155,0,255,255
CA,MIRAMAR_6_N017,LOAD,32.8939035,-117.13574,69.89,155,0,255,255
CA,MIRAMREF_7_B1,GEN,32.8940825,-117.13574,69.75,155,0,255,255
CA,MISSION_2_N035,GEN,32.7842696,-117.13747,69.07,144,0,255,255
CA,MISSION_6_N001,LOAD,32.784192,-117.13742,69.44,150,0,255,255
CA,MISSION_6_N031,LOAD,32.7841144,-117.13747,69.44,150,0,255,255
CA,MISSION_6_N040,LOAD,32.7841144,-117.13758,69.44,150,0,255,255
CA,MISSION_6_N049,LOAD,32.784192,-117.13763,69.44,150,0,255,255
CA,MISSON_1_N015,GEN,32.7842696,-117.13758,70.85,166,0,255,255
